Date,Column1,Index,Incoming Calls,Answered Calls,Answer Rate,Abandoned Calls,Answer Speed (AVG),Talk Duration (AVG),Waiting Time (AVG),Service Level (20 Seconds)
8/24/2020,Monday,1242,211,202,0.9573,9,12:00:15 AM,12:02:46 AM,12:02:54 AM,0.79
8/25/2020,Tuesday,1243,201,194,0.9652,7,12:00:16 AM,12:02:49 AM,12:03:28 AM,0.81
8/26/2020,Wednesday,1244,23,22,0.9565,1,12:00:10 AM,12:03:02 AM,12:01:02 AM,0.83
8/27/2020,Thursday,1245,225,210,0.9333,15,12:00:10 AM,12:02:37 AM,12:03:37 AM,0.86
8/28/2020,Friday,1246,202,195,0.9653,7,12:00:11 AM,12:02:47 AM,12:01:52 AM,0.87
8/29/2020,Saturday,1247,191,184,0.9634,7,12:00:07 AM,12:02:50 AM,12:01:56 AM,0.93
8/30/2020,Sunday,1248,212,209,0.9858,3,12:00:10 AM,12:02:51 AM,12:01:45 AM,0.89
8/31/2020,Monday,1249,210,203,0.9667,7,12:00:12 AM,12:03:22 AM,12:03:52 AM,0.85
9/1/2020,Tuesday,1250,167,159,0.9521,8,12:00:16 AM,12:03:16 AM,12:02:42 AM,0.83
9/2/2020,Wednesday,1251,12,11,0.9167,1,12:00:03 AM,12:02:12 AM,12:00:58 AM,0.92
